,Unnamed: 0,state,year,EV Registrations,Total Vehicles,EV Share (%),Stations,Total Charging Outlets,Level 1,Level 2,DC Fast,fuel_economy,Incentives,Number of Metro Organizing Committees,Population_20_64,Education_Bachelor,Labour_Force_Participation_Rate,Unemployment_Rate,Bachelor_Attainment,Per_Cap_Income,affectweather,devharm,discuss,exp,localofficials,personal,reducetax,regulate,worried,price_cents_per_kwh,gasoline_price_per_gallon,Total,Trucks,Trucks_Share,Party
180,180,Nebraska,2020,1800,1897900,0.09,115,287,7,212,68,30.63414634,17.0,3.0,1097687.0,351094.0,84.3,2.65,31.985,34749.5,58.4,59.3,32.08,35.0,49.69,37.02,63.56,70.68,57.29,8.97,2.547,1935357.0,1242788.0,64.21,Republican
181,181,Nevada,2020,11000,2411300,0.46,299,1166,12,860,294,30.63414634,23.0,4.0,1839867.5,436800.0,77.75,6.85,23.73,34254.0,63.85,65.3,36.95,43.21,52.85,44.43,64.8,72.99,63.98,8.33,3.228,2550414.0,1449289.0,56.83,Democratic
182,182,New Hampshire,2020,2700,1378600,0.2,131,291,5,215,71,30.63414634,32.0,4.0,819150.0,293454.0,82.15,3.1,35.81,43303.0,64.22,63.45,36.08,40.69,50.99,39.05,67.39,75.96,62.73,16.63,2.425,1357535.0,814942.0,60.03,Democratic
183,183,New Jersey,2020,30400,7080100,0.43,553,1652,17,1205,430,30.63414634,35.0,2.0,5357576.0,2165598.5,80.8,6.0,40.405,46113.0,70.93,71.88,37.63,43.48,58.6,45.54,74.72,77.94,70.24,13.63,2.521,6006247.0,3317785.0,55.24,Democratic
184,184,New Mexico,2020,2600,1866000,0.14,120,376,24,226,126,30.63414634,32.0,4.0,1188320.0,291539.0,72.55,6.25,24.535,29733.0,63.47,67.09,39.74,40.66,53.65,44.81,63.06,72.04,64.97,9.33,2.438,1783151.0,1094459.0,61.38,Democratic
185,185,New York,2020,32600,11467900,0.28,2036,6134,21,5456,657,30.63414634,72.0,14.0,11691979.0,4318171.0,78.2,6.35,36.925,42467.5,73.79,70.95,40.37,44.38,59.95,46.43,75.72,78.37,71.54,14.87,2.607,11324755.0,6625705.0,58.51,Democratic
186,186,North Carolina,2020,16200,8783700,0.18,813,2267,29,1925,313,30.63414634,54.0,18.0,6140032.0,1923061.5,77.25,4.85,31.315,33637.5,62.53,63.32,32.89,42.88,54.66,41.85,68.29,73.04,62.45,9.43,2.472,8739280.0,5117798.0,58.56,Republican
187,187,North Dakota,2020,200,781600,0.03,42,101,0,58,43,30.63414634,13.0,3.0,444419.5,127357.5,84.05,2.65,28.66,36554.0,52.29,51.74,29.89,30.57,46.06,33.77,54.92,67.62,51.06,8.53,2.515,899083.0,643532.0,71.58,Republican
188,188,Ohio,2020,14500,10336400,0.14,656,1845,22,1441,382,30.63414634,32.0,14.0,6756485.0,1925862.0,78.35,4.65,28.5,33949.5,61.08,61.2,31.3,38.52,51.5,38.79,65.94,74.77,59.36,9.44,2.657,10592317.0,5922375.0,55.91,Republican
189,189,Oklahoma,2020,3400,4001700,0.08,263,693,7,340,346,30.63414634,24.0,3.0,2263494.0,545929.5,75.1,4.8,24.115,29817.5,53.35,55.82,27.9,37.58,47.66,38.88,60.64,68.4,55.27,7.63,2.344,3730247.0,2369663.0,63.53,Republican
190,190,Oregon,2020,22800,3692600,0.62,745,2121,66,1622,433,30.63414634,84.0,8.0,2491011.5,806246.0,77.85,5.3,32.365,37253.0,65.82,69.32,43.59,46.2,53.3,41.79,64.94,74.78,65.18,8.82,3.285,4095442.0,2513136.0,61.36,Democratic
191,191,Pennsylvania,2020,17500,10225900,0.17,757,2054,31,1698,325,30.63414634,47.0,19.0,7459115.5,2404131.5,78.65,5.15,32.225,37059.5,63.73,64.16,33.41,40.81,53.85,40.88,69.21,75.78,63.81,9.7,2.824,10690187.0,6230712.0,58.28,Democratic
192,192,Rhode Island,2020,1600,883100,0.18,148,550,79,433,38,30.63414634,27.0,1.0,642186.5,212080.5,80.5,5.45,33.015,38953.5,67.56,67.19,38.78,43.69,54.22,42.33,68.91,77.03,67.04,18.54,2.494,866584.0,458933.0,52.96,Democratic
193,193,South Carolina,2020,4400,4772400,0.09,309,734,3,610,121,30.63414634,37.0,10.0,2953370.0,823286.5,75.75,4.8,27.87,32317.0,59.54,60.52,31.25,39.52,54.76,41.92,65.98,71.89,60.73,9.9,2.375,4561299.0,2662971.0,58.38,Republican
194,194,South Dakota,2020,400,925000,0.04,45,133,0,79,54,30.63414634,17.0,2.0,491368.0,141119.0,82.75,2.7,28.72,33342.5,58.7,57.04,31.0,36.59,47.79,37.37,64.72,70.87,57.12,10.06,2.579,1294282.0,836843.0,64.66,Republican
195,195,Tennessee,2020,7800,6186800,0.13,494,1345,35,1122,188,30.63414634,13.0,11.0,4034613.5,1122254.5,75.85,4.6,27.81,32564.0,55.07,57.5,26.94,36.87,49.96,39.55,62.76,70.78,55.62,9.52,2.313,5855373.0,3532911.0,60.34,Republican
196,196,Texas,2020,52200,24508900,0.21,1579,4807,82,3988,737,30.63414634,100.0,25.0,17181534.0,4992689.5,77.6,4.95,29.045,33492.0,61.27,64.65,33.03,42.7,54.09,45.14,64.9,71.57,64.9,8.36,2.32,22419490.0,13932201.0,62.14,Republican
197,197,Utah,2020,11200,2879700,0.39,444,1606,2,1397,207,30.63414634,23.0,4.0,1858340.0,577896.0,80.75,2.95,31.08,33495.5,58.88,59.5,35.62,35.87,47.79,37.79,60.37,69.96,57.96,8.27,2.788,2479604.0,1446536.0,58.34,Republican
198,198,Vermont,2020,2200,605200,0.36,264,793,71,652,70,30.63414634,31.0,1.0,369386.5,139722.5,81.3,3.65,37.78,37859.0,68.85,67.6,40.71,42.7,52.99,39.79,68.82,77.63,67.57,16.33,2.596,608197.0,384462.0,63.21,Democratic
199,199,Virginia,2020,20500,7697200,0.27,814,2531,126,1876,529,30.63414634,36.0,12.0,5092230.0,1934998.0,80.0,4.05,37.995,42195.5,66.11,66.93,38.05,44.1,56.31,43.7,70.82,73.78,65.77,9.16,2.552,7606452.0,4329294.0,56.92,Democratic
200,200,Washington,2020,50500,6832100,0.74,1235,3817,161,3011,645,30.63414634,73.0,11.0,4594812.5,1598472.0,78.95,4.8,34.78,43849.0,67.36,69.59,43.7,46.45,53.71,42.85,68.4,74.49,65.66,8.33,3.591,7257401.0,4211411.0,58.03,Democratic
201,201,West Virginia,2020,600,1482700,0.04,93,258,9,189,60,30.63414634,8.0,6.0,1014608.0,217295.5,69.0,5.8,21.425,28820.5,48.91,52.87,27.74,31.5,47.28,33.83,56.24,68.98,49.58,8.75,2.627,1657362.0,1102015.0,66.49,Republican
202,202,Wisconsin,2020,6300,5570800,0.11,381,828,76,605,147,30.63414634,38.0,12.0,3395814.0,1019531.5,81.5,3.15,30.025,35894.5,62.47,64.22,32.16,37.06,49.0,37.77,65.71,73.65,58.55,10.82,2.497,5616271.0,3423523.0,60.96,Democratic
203,203,Wyoming,2020,300,638300,0.05,61,172,2,93,77,30.63414634,17.0,2.0,328033.5,84228.0,80.45,3.15,25.68,35630.0,49.7,51.62,32.7,28.47,45.67,34.18,55.2,66.47,49.27,8.27,2.673,861028.0,637107.0,73.99,Republican
204,204,Alabama,2019,2000,4593200,0.04,195,506,56,385,65,32.95789474,10.0,,2823485.0,687404.0,72.6,4.7,24.35,28650.0,49.22,55.19,27.26,31.87,52.75,35.54,60.31,68.2,51.38,9.83,2.295,5288208.452,3065777.868,57.97,Republican
205,205,Alaska,2019,700,602500,0.12,19,34,0,30,4,32.95789474,12.0,,441106.0,118296.0,77.1,5.3,26.82,36978.0,54.94,61.08,43.08,36.73,54.36,39.8,61.41,71.68,57.8,20.22,3.008,795274.6908,579984.6336,72.93,Republican
206,206,Arizona,2019,19500,6217700,0.31,522,1476,3,1169,304,32.95789474,44.0,,4128298.0,1086752.0,76.1,4.5,26.32,32173.0,58.4,61.22,40.0,40.05,53.55,42.51,62.29,71.2,60.81,10.52,2.744,5982559.286,3407707.947,56.96,Republican
207,207,Arkansas,2019,900,2594900,0.03,98,290,2,252,36,32.95789474,21.0,,1710129.0,368040.0,73.4,4.2,21.52,27274.0,50.78,57.28,30.39,31.68,52.3,34.92,61.67,68.92,53.68,8.22,2.31,2902110.817,1833636.363,63.18,Republican
208,208,California,2019,349700,33671900,1.04,6439,27199,532,22933,3661,32.95789474,123.0,,23741665.0,7545298.0,78.0,4.7,31.78,39393.0,64.51,68.48,46.61,51.82,60.51,51.74,70.12,74.43,71.42,16.89,3.959,31247270.05,15443454.43,49.42,Democratic
209,209,Colorado,2019,19200,5249400,0.37,861,2516,72,2195,249,32.95789474,81.0,,3509903.0,1364304.0,81.7,3.3,38.87,41053.0,60.98,62.32,42.16,40.11,54.56,42.84,62.86,71.95,62.57,10.17,2.639,5412403.746,3471825.148,64.15,Democratic
210,210,Connecticut,2019,6900,2972700,0.23,422,1048,76,814,157,32.95789474,34.0,,2107327.0,779167.0,81.4,5.0,36.97,45359.0,64.24,65.96,41.13,42.96,58.21,43.77,72.49,77.23,68.35,18.66,2.547,2878547.943,1520175.624,52.81,Democratic
211,211,Delaware,2019,1300,894900,0.15,57,172,2,117,53,32.95789474,23.0,,555038.0,171810.0,79.4,4.2,30.95,36858.0,61.37,63.66,36.22,42.52,58.92,43.47,65.7,73.43,61.12,10.52,2.481,1016927.475,561323.2149,55.2,Democratic
212,212,District Of Columbia,2019,1800,329300,0.55,172,553,50,502,1,32.95789474,,,467819.0,261583.0,82.4,6.0,55.92,59808.0,74.61,76.32,45.38,57.1,68.55,56.83,72.94,78.21,74.97,12.27,2.657,,,,
213,213,Florida,2019,40300,17071200,0.24,1562,4562,305,3622,635,32.95789474,64.0,,12252687.0,3439620.0,77.1,4.2,28.07,32887.0,58.42,61.42,35.61,41.37,58.69,43.44,65.32,74.14,61.94,10.44,2.609,17833719.6,9342028.405,52.38,Republican
214,214,Georgia,2019,19000,8933600,0.21,882,2939,196,2395,348,32.95789474,25.0,,6271430.0,1893485.0,76.8,4.4,30.19,32657.0,56.38,55.46,35.11,39.65,59.51,41.48,65.66,72.69,59.81,9.86,2.434,8594566.607,4854190.443,56.48,Republican
215,215,Hawaii,2019,8800,1089700,0.81,296,666,14,575,77,32.95789474,26.0,,816298.0,249650.0,80.7,3.1,30.58,36989.0,68.01,73.96,48.1,52.21,61.25,55.15,72.65,75.21,73.63,28.72,3.732,1272360.871,730630.8005,57.42,Democratic
216,216,Idaho,2019,1600,1810300,0.09,95,216,2,147,67,32.95789474,30.0,,1002442.0,255770.0,78.1,2.8,25.51,29606.0,52.88,56.07,38.78,31.54,51.38,35.55,63.96,70.36,55.21,7.89,2.762,1954527.866,1281630.093,65.57,Republican
217,217,Illinois,2019,19300,10348100,0.19,663,1864,44,1537,283,32.95789474,54.0,,7478426.0,2546072.0,79.9,4.6,34.05,37728.0,61.72,63.59,38.16,39.76,57.39,43.68,68.38,76.87,63.73,9.56,2.823,10691946.84,6019624.84,56.3,Democratic
218,218,Indiana,2019,5100,5972800,0.09,239,614,0,477,137,32.95789474,51.0,,3885382.0,977432.0,78.4,3.8,25.16,30988.0,51.87,54.81,31.51,31.7,49.95,34.66,58.17,71.29,50.66,9.91,2.624,6223459.576,3764005.047,60.48,Republican
219,219,Iowa,2019,1600,3085400,0.05,141,348,27,234,87,32.95789474,39.0,,1786635.0,491768.0,83.1,3.2,27.52,33107.0,55.47,59.3,34.86,32.5,51.06,33.42,63.03,70.66,56.24,9.08,2.463,3786327.973,2362436.677,62.39,Republican
220,220,Kansas,2019,2300,2583300,0.09,234,904,4,795,105,32.95789474,12.0,,1652952.0,508557.0,81.6,3.3,30.77,32885.0,55.15,56.47,34.14,33.62,52.23,35.73,62.4,70.95,54.67,10.26,2.362,2682337.267,1636289.42,61.0,Republican
221,221,Kentucky,2019,1900,3973600,0.05,133,315,8,247,60,32.95789474,24.0,,2587967.0,609186.0,72.8,4.4,23.54,29029.0,48.22,54.27,28.57,28.53,49.71,30.94,55.8,69.29,48.6,8.61,2.385,4383222.93,2591075.034,59.11,Republican
222,222,Louisiana,2019,1400,3808600,0.04,107,293,18,215,60,32.95789474,17.0,,2696667.0,615845.0,72.4,5.2,22.84,28662.0,52.67,55.49,29.5,36.3,53.82,38.18,62.69,69.95,55.53,7.71,2.266,3802745.712,2382364.859,62.65,Republican
223,223,Maine,2019,1300,1212400,0.11,184,433,25,298,110,32.95789474,16.0,,779468.0,237597.0,79.4,3.0,30.48,34078.0,60.14,60.78,38.64,39.39,53.93,40.02,61.66,74.51,58.7,14.04,2.484,1130055.585,699922.8527,61.94,Democratic
224,224,Maryland,2019,13200,4744200,0.28,738,2110,52,1717,341,32.95789474,56.0,,3595987.0,1368001.0,81.9,4.2,38.04,43325.0,66.52,67.91,42.26,47.47,63.54,47.98,72.23,76.51,69.31,11.24,2.56,4203993.693,2198748.608,52.3,Democratic
225,225,Massachusetts,2019,14100,5264200,0.27,811,2455,38,2131,286,32.95789474,54.0,,4162623.0,1766622.0,82.4,3.7,42.44,46241.0,67.35,67.52,45.04,46.64,59.23,46.44,70.73,78.71,70.0,18.4,2.466,5061259.745,2795845.715,55.24,Democratic
226,226,Michigan,2019,6600,8551500,0.08,616,1429,68,1123,228,32.95789474,37.0,,5802992.0,1620524.0,77.3,4.7,27.93,32892.0,58.94,59.12,36.05,39.26,54.66,38.91,68.57,75.84,59.51,11.56,2.677,8440064.861,5346580.618,63.35,Democratic
227,227,Minnesota,2019,7700,5178900,0.15,380,1051,123,777,151,32.95789474,117.0,,3271095.0,1158750.0,85.0,2.8,35.42,39025.0,60.63,63.88,38.0,37.26,53.67,37.77,62.69,72.14,58.72,10.33,2.492,5425884.596,3334228.537,61.45,Democratic
228,228,Mississippi,2019,500,2664300,0.02,81,292,58,178,56,32.95789474,16.0,,1693649.0,336779.0,71.1,6.1,19.88,25301.0,50.06,50.76,28.53,34.29,54.62,37.41,63.28,70.92,54.83,9.28,2.212,2066680.604,1221681.103,59.11,Republican
229,229,Missouri,2019,4900,5743200,0.09,452,1895,11,1712,172,32.95789474,53.0,,3543211.0,1017063.0,77.7,3.4,28.7,31756.0,54.32,58.06,33.13,33.58,52.01,35.86,61.33,70.54,54.66,9.68,2.371,5534288.656,3318326.616,59.96,Republican
230,230,Montana,2019,700,970100,0.07,55,137,3,77,57,32.95789474,24.0,,602400.0,186283.0,79.0,3.5,30.92,32625.0,52.27,56.53,38.11,29.37,48.63,33.31,60.43,70.3,53.28,9.02,2.636,1900805.765,1117727.92,58.8,Republican
231,231,Nebraska,2019,1300,1881100,0.07,95,238,7,169,62,32.95789474,17.0,,1092193.0,343372.0,84.9,2.8,31.44,33272.0,51.73,55.48,33.42,30.11,51.09,33.0,59.9,70.16,53.04,9.08,2.512,1968478.877,1239178.572,62.95,Republican
232,232,Nevada,2019,7900,2403700,0.33,284,927,15,684,228,32.95789474,22.0,,1821098.0,413130.0,78.1,4.5,22.69,33575.0,59.35,62.45,38.8,41.12,56.43,44.66,62.91,72.42,61.73,8.78,3.184,2546583.257,1407165.409,55.26,Democratic
233,233,New Hampshire,2019,1900,1367900,0.14,121,244,5,197,42,32.95789474,32.0,,811267.0,280413.0,82.5,2.7,34.56,41241.0,59.36,60.61,41.24,38.57,54.45,36.97,65.27,75.92,62.25,17.15,2.392,1363379.257,791892.1421,58.08,Democratic
234,234,New Jersey,2019,20200,7242600,0.28,457,1297,17,975,305,32.95789474,34.0,,5252188.0,2076227.0,81.0,4.4,39.53,44888.0,66.26,68.42,39.71,43.27,61.52,46.9,72.86,78.2,69.51,13.42,2.486,6033014.586,3219369.372,53.36,Democratic
235,235,New Mexico,2019,1900,1857100,0.1,82,245,24,123,98,32.95789474,32.0,,1185977.0,275109.0,72.8,5.1,23.2,28423.0,59.08,65.21,41.36,41.51,55.42,45.14,60.48,71.57,62.42,8.99,2.404,1825421.381,1117574.569,61.22,Democratic
236,236,New York,2019,23000,11497200,0.2,1655,4531,25,4000,506,32.95789474,71.0,,11634114.0,4176972.0,78.6,4.2,35.9,41857.0,68.33,67.86,42.94,45.76,64.0,50.46,74.94,78.97,71.52,14.34,2.571,11389158.45,6478324.109,56.88,Democratic
237,237,North Carolina,2019,11600,8663300,0.13,732,1903,28,1592,283,32.95789474,53.0,,6125270.0,1845777.0,77.2,4.2,30.13,32021.0,58.26,60.42,35.39,39.38,57.25,40.22,65.52,73.42,59.88,9.45,2.438,8527387.905,4872877.039,57.14,Republican
238,238,North Dakota,2019,200,778800,0.03,28,46,0,46,0,32.95789474,13.0,,445017.0,124809.0,85.1,2.4,28.05,36611.0,45.74,48.96,32.57,25.59,45.75,28.96,52.67,69.07,46.61,8.85,2.48,903667.712,632588.2857,70.0,Republican
239,239,Ohio,2019,10200,10336000,0.1,544,1443,20,1140,283,32.95789474,32.0,,6750033.0,1873907.0,78.6,4.1,27.76,32780.0,55.8,57.77,33.41,35.19,54.36,36.97,63.57,72.48,56.02,9.58,2.62,10901278.74,6029875.65,55.31,Republican
240,240,Oklahoma,2019,3400,4147800,0.08,131,309,9,222,78,32.95789474,24.0,,2254095.0,529068.0,74.9,4.0,23.47,29666.0,47.09,53.25,30.44,30.28,50.37,34.35,59.04,68.7,50.78,7.86,2.312,3706623.797,2319185.323,62.57,Republican
241,241,Oregon,2019,18800,3815100,0.49,722,1895,79,1502,314,32.95789474,83.0,,2486768.0,782560.0,78.3,4.5,31.47,35531.0,60.54,66.7,45.72,45.26,56.58,44.62,63.88,73.85,63.55,8.81,3.24,3919156.992,2341804.737,59.75,Democratic
242,242,Pennsylvania,2019,12000,10075600,0.12,572,1475,25,1203,247,32.95789474,47.0,,7436372.0,2315847.0,78.7,4.2,31.14,35804.0,57.42,60.09,34.8,37.37,56.47,40.48,66.76,75.75,61.61,9.81,2.785,10800315.35,6109527.757,56.57,Democratic
243,243,Rhode Island,2019,1100,886600,0.12,113,407,79,305,23,32.95789474,27.0,,633964.0,205345.0,80.4,3.7,32.39,37525.0,63.08,64.9,39.88,44.61,56.59,43.06,65.25,75.99,64.55,18.49,2.46,868941.7594,446013.6511,51.33,Democratic
244,244,South Carolina,2019,3000,4692100,0.06,286,643,3,547,93,32.95789474,37.0,,2949084.0,791368.0,76.1,4.3,26.83,31295.0,54.23,57.63,33.15,36.04,56.88,38.45,65.06,72.36,57.7,10.02,2.343,4516142.58,2580737.097,57.14,Republican
245,245,South Dakota,2019,300,915200,0.03,41,127,0,75,52,32.95789474,17.0,,491918.0,136661.0,83.0,2.8,27.78,31550.0,52.39,53.08,33.01,30.07,50.53,34.39,64.06,71.38,53.56,9.96,2.543,1280968.587,811405.3112,63.34,Republican
246,246,Tennessee,2019,5700,6089500,0.09,453,1207,35,995,177,32.95789474,12.0,,3998664.0,1085458.0,76.0,4.2,27.15,31224.0,49.7,54.02,29.54,31.43,52.58,35.21,61.67,69.7,52.39,9.69,2.281,5817886.911,3418200.477,58.75,Republican
247,247,Texas,2019,38400,24091300,0.16,1376,4009,107,3275,627,32.95789474,100.0,,17017871.0,4753313.0,77.6,4.0,27.93,32267.0,55.8,62.02,34.66,40.95,57.09,42.76,64.0,70.95,62.1,8.6,2.288,23007145.81,14272065.0,62.03,Republican
248,248,Utah,2019,8000,2807700,0.28,289,950,2,785,163,32.95789474,23.0,,1813773.0,547322.0,81.2,2.6,30.18,31771.0,53.32,57.22,38.54,31.29,49.89,35.7,60.51,69.51,56.8,8.24,2.75,2430275.234,1396130.181,57.45,Republican
249,249,Vermont,2019,1700,612500,0.28,237,664,75,542,47,32.95789474,31.0,,363480.0,127285.0,81.4,3.2,35.02,35702.0,65.02,65.0,42.33,45.01,55.99,41.83,67.52,77.25,67.36,15.36,2.56,620428.2162,382312.8437,61.62,Democratic
250,250,Virginia,2019,15000,7773500,0.19,710,2056,124,1592,340,32.95789474,33.0,,5073722.0,1874676.0,80.1,3.6,36.95,40635.0,62.14,64.53,39.33,41.34,59.54,44.02,68.41,73.4,63.64,9.52,2.517,7647692.483,4231772.465,55.33,Democratic
251,251,Washington,2019,40400,6699400,0.6,1095,3206,178,2541,487,32.95789474,73.0,,4558461.0,1539831.0,79.5,4.1,33.78,41521.0,62.8,66.41,46.62,43.79,57.59,44.94,66.49,73.2,65.17,8.04,3.541,7377027.784,4176179.952,56.61,Democratic
252,252,West Virginia,2019,400,1498300,0.03,89,244,9,175,60,32.95789474,8.0,,1020022.0,205833.0,69.6,5.7,20.18,27446.0,44.49,49.06,29.05,24.81,48.99,29.27,51.77,68.72,44.14,8.49,2.59,1668113.223,1081518.415,64.83,Republican
253,253,Wisconsin,2019,4700,5563900,0.08,345,711,78,492,141,32.95789474,38.0,,3381964.0,1000629.0,81.9,2.9,29.59,34568.0,58.73,62.11,35.46,35.74,51.82,36.84,65.7,74.09,58.03,10.66,2.463,5666399.811,3363550.798,59.36,Democratic
254,254,Wyoming,2019,200,630800,0.03,57,159,4,90,65,32.95789474,16.0,,328824.0,82718.0,80.1,3.1,25.16,34104.0,43.17,48.55,34.93,23.21,46.33,28.25,50.41,68.44,44.46,8.1,2.636,843670.8928,614707.1497,72.86,Republican
255,255,Alabama,2018,1300,4476700,0.03,165,395,72,261,62,54.0,10.0,14.0,2825611.0,664685.0,71.3,5.2,23.52,27525.0,52.66,54.44,30.01,39.92,56.91,40.85,63.57,75.06,58.54,9.63,2.243,5300199.154,3023208.41,57.04,Republican
256,256,Alaska,2018,500,613900,0.08,7,11,0,11,0,54.0,12.0,2.0,446460.0,117735.0,78.6,6.3,26.37,35735.0,57.48,61.28,40.87,42.23,55.98,41.69,63.01,74.57,62.31,19.36,2.94,803683.5592,580390.2365,72.22,Republican
257,257,Arizona,2018,12600,6033300,0.21,480,1227,3,996,228,54.0,44.0,8.0,4070854.0,1065567.0,75.5,4.8,26.18,30530.0,60.31,61.14,40.29,42.64,56.33,45.29,64.18,75.91,63.76,10.85,2.682,5806312.675,3235917.536,55.73,Republican
258,258,Arkansas,2018,600,2591500,0.02,70,124,3,101,20,54.0,21.0,8.0,1714011.0,363722.0,72.4,4.0,21.22,26626.0,53.17,57.23,31.77,38.39,55.53,39.68,64.21,73.79,58.73,7.78,2.258,2817145.296,1792851.129,63.64,Republican
259,259,California,2018,273500,32814500,0.83,5480,21166,641,17778,2657,54.0,118.0,19.0,23858755.0,7346033.0,77.5,5.2,30.79,37124.0,67.21,68.47,45.88,51.57,61.48,51.55,72.03,79.07,69.74,16.58,3.87,31022327.88,15033964.63,48.46,Democratic
260,260,Colorado,2018,12500,5131900,0.24,707,1788,78,1499,211,54.0,79.0,5.0,3466554.0,1309553.0,81.5,3.5,37.78,38057.0,62.72,62.15,42.43,42.64,55.85,44.97,64.59,76.03,64.69,10.02,2.579,5356017.862,3353668.762,62.61,Democratic
261,261,Connecticut,2018,5000,2971400,0.17,383,837,37,670,129,54.0,34.0,8.0,2120095.0,780847.0,81.2,5.1,36.83,44026.0,67.25,65.75,40.8,47.78,60.88,45.81,73.35,81.03,68.8,18.41,2.489,2879801.55,1473679.373,51.17,Democratic
262,262,Delaware,2018,800,878600,0.09,50,133,2,80,51,54.0,23.0,3.0,558497.0,157678.0,77.3,5.3,28.23,33745.0,61.38,62.7,36.64,43.66,60.27,45.4,67.87,78.33,63.38,10.55,2.425,1008467.635,543231.4438,53.87,Democratic
263,263,District Of Columbia,2018,1100,334400,0.33,124,337,43,290,4,54.0,,2.0,467528.0,263428.0,82.7,7.3,56.34,55328.0,74.54,75.04,44.19,53.0,67.48,54.43,72.97,79.79,72.63,12.03,2.597,,,,
264,264,Florida,2018,27400,16774700,0.16,1265,3027,215,2373,439,54.0,64.0,27.0,12198931.0,3380275.0,76.2,4.7,27.71,31359.0,60.14,61.5,36.85,44.97,61.32,45.87,67.34,78.07,64.18,10.32,2.55,17496001.92,8882854.527,50.77,Republican
265,265,Georgia,2018,15900,8830100,0.18,772,2188,155,1762,271,54.0,25.0,16.0,6241122.0,1836344.0,76.6,4.4,29.42,31187.0,59.7,55.71,34.9,43.81,60.53,44.31,67.29,77.23,63.63,9.62,2.379,8512550.238,4714799.278,55.39,Republican
266,266,Hawaii,2018,6600,1080700,0.61,278,536,9,445,81,54.0,26.0,2.0,824717.0,251343.0,81.2,3.7,30.48,35255.0,68.61,73.19,47.35,52.87,62.22,53.36,74.09,78.87,72.07,29.18,3.648,1267385.325,723959.7689,57.12,Democratic
267,267,Idaho,2018,1100,1760600,0.06,87,174,2,130,42,54.0,29.0,5.0,980156.0,244823.0,76.9,3.5,24.98,27816.0,55.62,56.23,38.97,41.4,54.43,39.84,66.07,74.81,60.54,8.17,2.7,1879670.042,1210554.376,64.4,Republican
268,268,Illinois,2018,13600,10234400,0.13,579,1399,33,1133,233,54.0,54.0,15.0,7554854.0,2517054.0,79.9,5.2,33.32,35801.0,66.1,63.57,37.56,43.52,59.89,44.96,69.01,79.41,64.66,9.6,2.76,10588909.73,5756733.868,54.37,Democratic
269,269,Indiana,2018,3400,5908700,0.06,225,489,0,381,108,54.0,51.0,14.0,3882186.0,981958.0,78.2,4.0,25.29,29369.0,54.25,54.59,33.05,36.17,52.78,38.13,60.25,76.78,56.85,9.75,2.565,6190735.937,3670024.459,59.28,Republican
270,270,Iowa,2018,1100,3061200,0.04,129,296,27,215,54,54.0,39.0,9.0,1787109.0,488615.0,82.7,3.2,27.34,31559.0,58.37,58.53,34.86,39.3,55.59,37.68,63.36,75.48,59.71,8.92,2.407,3691891.776,2245709.853,60.83,Republican
271,271,Kansas,2018,1700,2554800,0.07,198,783,6,711,66,54.0,12.0,6.0,1658244.0,512414.0,81.0,3.3,30.9,31456.0,57.08,57.12,35.29,40.2,55.35,41.48,63.16,74.86,60.41,10.72,2.309,2684009.916,1607396.874,59.89,Republican
