,Unnamed: 0,state,year,EV Registrations,Total Vehicles,EV Share (%),Stations,Total Charging Outlets,Level 1,Level 2,DC Fast,fuel_economy,Incentives,Number of Metro Organizing Committees,Population_20_64,Education_Bachelor,Labour_Force_Participation_Rate,Unemployment_Rate,Bachelor_Attainment,Per_Cap_Income,affectweather,devharm,discuss,exp,localofficials,personal,reducetax,regulate,worried,price_cents_per_kwh,gasoline_price_per_gallon,Total,Trucks,Trucks_Share,Party
272,272,Kentucky,2018,1200,3939400,0.03,114,221,8,164,49,54.0,24.0,9.0,2608766.0,602661.0,72.6,4.8,23.1,27823.0,50.44,54.17,29.25,35.25,52.11,37.29,59.28,73.94,55.61,8.52,2.331,4368285.035,2534172.181,58.01,Republican
273,273,Louisiana,2018,900,3794800,0.02,102,213,5,152,56,54.0,17.0,8.0,2714016.0,599821.0,72.4,5.9,22.1,27274.0,55.23,56.49,31.06,40.96,57.13,42.22,64.89,75.42,61.17,7.71,2.215,3885118.819,2352678.563,60.56,Republican
274,274,Maine,2018,800,1205600,0.07,151,264,7,201,56,54.0,16.0,4.0,781191.0,226506.0,79.3,3.0,28.99,32095.0,60.47,61.03,40.03,41.13,54.45,40.71,63.77,78.71,62.21,13.44,2.428,1125588.426,679175.3749,60.34,Democratic
275,275,Maryland,2018,8400,4726400,0.18,665,1752,60,1428,264,54.0,55.0,7.0,3620466.0,1369463.0,81.9,4.6,37.83,41522.0,68.27,67.0,40.31,49.19,64.56,49.36,73.1,79.94,69.15,11.57,2.502,4204846.044,2141055.992,50.92,Democratic
276,276,Massachusetts,2018,10300,5298100,0.19,649,1794,36,1554,204,54.0,53.0,10.0,4188168.0,1749943.0,81.1,4.3,41.78,43349.0,69.55,67.79,43.32,48.05,60.53,46.44,71.28,80.85,68.52,18.5,2.411,5061498.6,2696290.395,53.27,Democratic
277,277,Michigan,2018,4200,8698100,0.05,606,1382,103,1091,178,54.0,37.0,13.0,5839685.0,1606176.0,76.7,4.9,27.5,31508.0,61.54,59.24,36.72,43.0,57.46,42.5,70.21,79.85,61.03,11.4,2.617,8380386.525,5095521.896,60.8,Democratic
278,278,Minnesota,2018,4900,5012200,0.1,318,788,140,531,117,54.0,115.0,8.0,3280145.0,1134795.0,84.3,3.2,34.6,37192.0,61.15,63.45,38.74,40.14,55.47,41.25,63.18,76.03,63.09,10.37,2.436,5404277.269,3165855.888,58.58,Democratic
279,279,Mississippi,2018,300,2593600,0.01,58,119,1,79,39,54.0,16.0,4.0,1707539.0,359708.0,70.7,6.6,21.07,24160.0,55.44,52.1,30.52,41.37,57.58,42.75,66.19,75.49,59.81,9.24,2.162,2067498.314,1206447.494,58.35,Republican
280,280,Missouri,2018,3500,5780400,0.06,409,1675,12,1520,143,54.0,53.0,8.0,3554111.0,994041.0,77.4,3.9,27.97,30498.0,56.58,58.3,34.7,39.32,54.08,39.43,62.39,76.33,61.0,9.93,2.318,5498674.974,3215389.463,58.48,Republican
281,281,Montana,2018,500,976000,0.05,43,96,1,47,48,54.0,24.0,3.0,603344.0,172866.0,79.3,3.1,28.65,30680.0,56.64,56.06,38.21,38.92,52.08,37.69,61.66,72.6,59.42,8.84,2.577,1845338.15,1093927.071,59.28,Republican
282,282,Nebraska,2018,900,1866000,0.05,78,195,8,129,58,54.0,17.0,4.0,1094875.0,333066.0,83.5,3.0,30.42,31771.0,55.44,56.65,34.89,37.84,53.74,38.12,60.58,74.31,59.42,9.02,2.455,1961308.579,1209012.846,61.64,Republican
283,283,Nevada,2018,5100,2352400,0.22,226,659,13,492,154,54.0,22.0,4.0,1801830.0,395986.0,77.7,5.1,21.98,31604.0,60.62,62.36,39.09,42.48,56.5,45.79,64.92,76.29,64.25,8.67,3.112,2514338.276,1361583.36,54.15,Democratic
284,284,New Hampshire,2018,1200,1345000,0.09,126,228,10,171,47,54.0,31.0,4.0,810806.0,273218.0,81.8,3.4,33.7,39521.0,61.55,61.13,41.41,42.76,55.68,41.4,66.98,79.63,62.97,17.01,2.338,1346318.258,757352.6588,56.25,Democratic
285,285,New Jersey,2018,13400,7151100,0.19,309,749,18,552,179,54.0,33.0,3.0,5305228.0,2073911.0,80.6,4.6,39.09,42815.0,67.33,67.52,38.53,46.94,63.74,48.61,73.24,81.7,69.5,13.23,2.43,6055389.444,3124738.397,51.6,Democratic
286,286,New Mexico,2018,1300,1830400,0.07,70,181,25,87,69,54.0,32.0,5.0,1186864.0,274881.0,71.2,5.7,23.16,26529.0,61.03,65.03,42.93,42.55,57.36,47.59,62.38,75.54,65.59,9.35,2.35,1824217.475,1102580.229,60.44,Democratic
287,287,New York,2018,15500,11483600,0.13,1157,2562,53,2189,320,54.0,67.0,14.0,11754335.0,4145049.0,77.8,4.7,35.26,38884.0,70.76,67.99,39.69,47.89,65.51,48.77,74.48,80.48,70.8,14.83,2.513,11482229.1,6297198.065,54.84,Democratic
288,288,North Carolina,2018,7300,8480900,0.09,666,1488,36,1235,217,54.0,51.0,19.0,6095898.0,1812964.0,77.1,4.5,29.74,30737.0,59.28,60.04,35.86,43.57,59.08,44.56,67.43,77.68,62.71,9.25,2.383,8210212.654,4595651.19,55.97,Republican
289,289,North Dakota,2018,100,772500,0.01,20,28,0,28,0,54.0,13.0,3.0,446936.0,122477.0,83.9,2.5,27.4,34848.0,50.7,50.46,33.34,32.85,49.83,34.44,52.63,72.92,56.25,8.91,2.424,899952.5097,617535.5056,68.62,Republican
290,290,Ohio,2018,6400,10254200,0.06,441,949,27,720,202,54.0,32.0,17.0,6783513.0,1864052.0,78.3,4.5,27.48,31293.0,58.05,57.49,34.65,39.34,55.74,40.59,65.74,78.57,59.41,9.94,2.561,10913773.31,5858774.241,53.68,Republican
291,291,Oklahoma,2018,3700,4126000,0.09,65,167,9,116,42,54.0,23.0,4.0,2254379.0,515808.0,74.7,4.0,22.88,28011.0,51.13,54.19,32.37,38.35,53.52,39.2,61.58,73.29,58.63,8.09,2.26,3699021.852,2270493.151,61.38,Republican
292,292,Oregon,2018,13800,3843700,0.36,669,1544,85,1186,273,54.0,83.0,10.0,2477756.0,766637.0,77.9,4.5,30.94,34058.0,61.98,66.45,44.38,44.92,56.25,44.42,66.43,77.96,65.57,8.85,3.167,3942874.801,2302880.781,58.41,Democratic
293,293,Pennsylvania,2018,8000,10003000,0.08,453,985,9,776,200,54.0,46.0,19.0,7474664.0,2292722.0,78.6,4.5,30.67,33960.0,60.75,60.2,35.27,40.63,57.39,42.76,67.83,78.87,63.33,10.1,2.723,10727714.83,5874766.633,54.76,Democratic
294,294,Rhode Island,2018,700,883400,0.08,89,246,21,205,20,54.0,27.0,1.0,633571.0,199152.0,79.5,5.2,31.43,34999.0,63.77,64.98,41.15,43.44,57.1,45.0,67.04,79.49,64.42,18.1,2.404,872344.1762,429552.1501,49.24,Democratic
295,295,South Carolina,2018,2000,4604500,0.04,270,554,4,463,87,54.0,37.0,11.0,2925399.0,752074.0,75.8,4.9,25.71,28957.0,57.04,57.36,35.21,41.89,60.14,42.91,66.89,75.97,62.0,9.67,2.29,4457518.846,2493038.792,55.93,Republican
296,296,South Dakota,2018,200,919800,0.02,33,77,0,33,44,54.0,17.0,3.0,495283.0,132893.0,82.4,2.7,26.83,29953.0,56.11,54.33,34.63,38.48,53.97,37.97,64.53,75.53,60.09,9.97,2.486,1269414.742,787407.8963,62.03,Republican
297,297,Tennessee,2018,3900,5931800,0.07,458,1145,29,951,165,54.0,12.0,11.0,3973372.0,1021392.0,75.3,5.1,25.71,29284.0,53.66,54.56,30.86,39.26,56.79,40.59,65.22,74.27,57.34,9.58,2.23,5770873.794,3274808.637,56.75,Republican
298,298,Texas,2018,24500,22972500,0.11,1180,3138,98,2615,425,54.0,98.0,25.0,16866183.0,4614669.0,76.9,4.5,27.36,30641.0,58.87,62.28,35.35,44.8,58.53,46.83,66.02,76.05,65.09,8.48,2.237,22186240.57,13518870.89,60.93,Republican
299,299,Utah,2018,5600,2705100,0.21,196,553,2,434,117,54.0,23.0,4.0,1781379.0,534780.0,79.6,2.8,30.02,29756.0,56.87,56.5,39.12,39.62,53.15,39.07,61.82,73.61,62.12,8.21,2.688,2372800.103,1344546.531,56.66,Republican
300,300,Vermont,2018,1100,614200,0.18,209,535,62,416,57,54.0,29.0,1.0,365428.0,128942.0,81.4,3.5,35.29,33956.0,66.87,65.19,41.73,44.09,56.66,43.17,68.71,81.12,66.29,15.13,2.502,619693.7104,369738.1429,59.66,Democratic
301,301,Virginia,2018,9900,7694500,0.13,615,1446,95,1100,251,54.0,33.0,15.0,5083498.0,1855841.0,79.5,3.9,36.51,38900.0,63.0,63.4,39.13,44.96,61.84,46.07,69.88,78.22,65.58,9.48,2.46,7604646.236,4106265.345,54.0,Democratic
302,302,Washington,2018,30200,6644500,0.45,961,2573,171,2085,317,54.0,73.0,12.0,4526253.0,1517004.0,78.8,3.9,33.52,39119.0,63.69,66.41,44.62,45.74,58.24,45.9,68.73,77.29,66.46,8.0,3.461,7152412.938,3928127.406,54.92,Democratic
303,303,West Virginia,2018,200,1515200,0.01,89,212,9,150,53,54.0,8.0,8.0,1033325.0,206678.0,68.3,5.4,20.0,26179.0,46.35,48.53,30.3,32.6,51.21,34.35,54.03,71.69,53.55,8.72,2.532,1693719.471,1069746.317,63.16,Republican
304,304,Wisconsin,2018,3700,5512200,0.07,306,557,90,359,108,54.0,37.0,14.0,3400346.0,955330.0,81.6,2.9,28.1,33032.0,60.48,61.47,34.84,39.46,54.01,39.91,67.22,78.5,60.46,10.58,2.407,5683061.122,3244241.431,57.09,Democratic
305,305,Wyoming,2018,200,623600,0.03,45,121,4,53,64,54.0,14.0,2.0,329459.0,81612.0,80.5,3.4,24.77,33522.0,48.65,49.08,34.54,32.26,48.71,34.15,51.72,71.15,55.0,8.09,2.577,837024.0712,600451.8336,71.74,Republican
306,306,Alabama,2017,800,4458900,0.02,145,319,47,221,51,,10.0,14.0,2832732.0,667228.0,70.5,5.4,23.55,26498.0,,,,,,,,,,9.83,,,,,
307,307,Alaska,2017,400,636100,0.06,7,11,0,11,0,,12.0,2.0,452840.0,113311.0,78.5,7.4,25.02,34222.0,,,,,,,,,,19.1,,,,,
308,308,Arizona,2017,7200,5846300,0.12,432,1041,3,907,131,,44.0,8.0,3985964.0,1030067.0,75.2,5.2,25.84,29420.0,,,,,,,,,,10.64,,,,,
309,309,Arkansas,2017,300,2601700,0.01,62,112,6,96,10,,21.0,8.0,1711600.0,368963.0,72.4,5.0,21.56,25316.0,,,,,,,,,,8.26,,,,,
310,310,California,2017,189700,31999600,0.59,4683,16111,854,13982,1196,,117.0,19.0,23935553.0,7251758.0,77.0,5.5,30.3,35046.0,,,,,,,,,,16.06,,,,,
311,311,Colorado,2017,8000,5075500,0.16,567,1401,92,1188,121,,78.0,5.0,3423296.0,1276902.0,80.8,3.8,37.3,36345.0,,,,,,,,,,9.99,,,,,
312,312,Connecticut,2017,3000,3037300,0.1,358,782,45,654,81,,34.0,8.0,2141486.0,768531.0,80.6,5.8,35.89,42029.0,,,,,,,,,,17.55,,,,,
313,313,Delaware,2017,400,867500,0.05,41,113,2,74,37,,23.0,3.0,559368.0,161972.0,74.4,4.9,28.96,33887.0,,,,,,,,,,10.91,,,,,
314,314,District Of Columbia,2017,800,330000,0.24,97,264,45,217,2,,,2.0,464916.0,246858.0,81.2,6.4,53.1,52500.0,,,,,,,,,,11.8,,,,,
315,315,Florida,2017,15900,16353600,0.1,1134,2508,275,2015,218,,63.0,27.0,12070889.0,3251850.0,75.7,5.2,26.94,29838.0,,,,,,,,,,10.42,,,,,
316,316,Georgia,2017,14400,8691900,0.17,698,1882,166,1504,212,,24.0,16.0,6204152.0,1770499.0,76.3,5.3,28.54,29668.0,,,,,,,,,,9.83,,,,,
317,317,Hawaii,2017,5400,1066800,0.51,275,626,21,534,70,,26.0,2.0,837426.0,247995.0,80.9,4.1,29.61,33882.0,,,,,,,,,,26.05,,,,,
318,318,Idaho,2017,700,1707300,0.04,77,171,2,126,43,,29.0,5.0,960465.0,230085.0,75.8,3.7,23.96,26386.0,,,,,,,,,,8.26,,,,,
319,319,Illinois,2017,8300,10224200,0.08,543,1205,38,1045,122,,54.0,15.0,7620009.0,2469539.0,79.1,5.7,32.41,34196.0,,,,,,,,,,9.49,,,,,
320,320,Indiana,2017,1900,5846900,0.03,198,399,1,337,61,,51.0,14.0,3877065.0,968340.0,77.5,4.3,24.98,28323.0,,,,,,,,,,9.77,,,,,
321,321,Iowa,2017,600,3050300,0.02,117,258,33,185,40,,39.0,9.0,1793771.0,487363.0,82.7,3.2,27.17,30865.0,,,,,,,,,,8.73,,,,,
322,322,Kansas,2017,1000,2550000,0.04,194,742,7,691,44,,12.0,6.0,1668778.0,510906.0,80.5,3.7,30.62,30146.0,,,,,,,,,,10.6,,,,,
323,323,Kentucky,2017,700,3916200,0.02,95,191,8,143,40,,24.0,9.0,2602304.0,586687.0,72.6,5.1,22.54,26779.0,,,,,,,,,,8.57,,,,,
324,324,Louisiana,2017,600,3787700,0.02,88,195,8,142,45,,17.0,8.0,2742486.0,596178.0,72.0,6.2,21.74,25885.0,,,,,,,,,,7.79,,,,,
325,325,Maine,2017,500,1199700,0.04,129,216,6,183,27,,15.0,4.0,779269.0,228876.0,78.7,3.8,29.37,31088.0,,,,,,,,,,13.02,,,,,
326,326,Maryland,2017,4400,4680600,0.09,563,1360,74,1135,151,,55.0,7.0,3652068.0,1341339.0,81.5,4.8,36.73,39960.0,,,,,,,,,,11.98,,,,,
327,327,Massachusetts,2017,5600,5258200,0.11,586,1474,38,1335,101,,53.0,10.0,4170883.0,1691938.0,80.8,4.2,40.57,41821.0,,,,,,,,,,17.12,,,,,
328,328,Michigan,2017,2500,8701000,0.03,554,1206,132,991,81,,37.0,13.0,5849315.0,1578866.0,76.4,5.4,26.99,30488.0,,,,,,,,,,11.28,,,,,
329,329,Minnesota,2017,2300,4820300,0.05,294,760,151,513,96,,115.0,8.0,3272525.0,1113866.0,84.2,3.2,34.04,36156.0,,,,,,,,,,10.27,,,,,
330,330,Mississippi,2017,200,2575600,0.01,57,116,3,80,33,,16.0,4.0,1702032.0,335958.0,70.6,6.6,19.74,23121.0,,,,,,,,,,9.09,,,,,
331,331,Missouri,2017,2100,5740700,0.04,377,1558,17,1437,104,,51.0,8.0,3547653.0,974591.0,77.7,4.2,27.47,29438.0,,,,,,,,,,10.03,,,,,
332,332,Montana,2017,300,980200,0.03,33,84,0,40,44,,24.0,3.0,604339.0,174067.0,79.4,3.5,28.8,29428.0,,,,,,,,,,8.92,,,,,
333,333,Nebraska,2017,500,1850200,0.03,64,163,8,113,42,,16.0,4.0,1097542.0,324180.0,84.3,2.8,29.54,30915.0,,,,,,,,,,9.08,,,,,
334,334,Nevada,2017,3100,2289500,0.14,229,604,15,483,106,,22.0,4.0,1789837.0,394329.0,77.7,5.4,22.03,30166.0,,,,,,,,,,8.76,,,,,
335,335,New Hampshire,2017,600,1325000,0.05,100,189,17,134,38,,31.0,4.0,810674.0,277591.0,82.8,3.4,34.24,38237.0,,,,,,,,,,16.17,,,,,
336,336,New Jersey,2017,6900,6911300,0.1,265,553,33,420,100,,32.0,3.0,5385126.0,2044040.0,80.2,5.0,37.96,40567.0,,,,,,,,,,13.32,,,,,
337,337,New Mexico,2017,700,1814100,0.04,61,165,27,73,65,,32.0,5.0,1185649.0,270040.0,70.8,6.3,22.78,25311.0,,,,,,,,,,9.59,,,,,
338,338,New York,2017,9400,11457800,0.08,954,1952,81,1695,176,,67.0,14.0,12012187.0,4079238.0,77.5,5.2,33.96,37156.0,,,,,,,,,,14.74,,,,,
339,339,North Carolina,2017,4400,8366300,0.05,595,1352,65,1130,157,,51.0,19.0,6052177.0,1766592.0,76.8,4.8,29.19,29560.0,,,,,,,,,,9.04,,,,,
340,340,North Dakota,2017,100,775100,0.01,10,15,0,15,0,,13.0,3.0,446948.0,128261.0,85.1,2.7,28.7,34041.0,,,,,,,,,,8.78,,,,,
341,341,Ohio,2017,3700,10176000,0.04,378,743,20,598,125,,32.0,17.0,6799707.0,1794308.0,77.6,4.7,26.39,30038.0,,,,,,,,,,9.84,,,,,
342,342,Oklahoma,2017,1200,4151800,0.03,60,137,14,80,43,,23.0,4.0,2254777.0,517298.0,74.3,4.9,22.94,26472.0,,,,,,,,,,8.2,,,,,
343,343,Oregon,2017,10000,3765500,0.27,564,1345,127,1000,218,,83.0,10.0,2455573.0,756835.0,77.7,4.7,30.82,31950.0,,,,,,,,,,8.81,,,,,
344,344,Pennsylvania,2017,4400,10017000,0.04,388,770,11,630,129,,46.0,19.0,7511505.0,2269407.0,77.7,4.8,30.21,32711.0,,,,,,,,,,10.13,,,,,
345,345,Rhode Island,2017,400,861200,0.05,85,213,25,171,17,,27.0,1.0,638848.0,196397.0,79.9,5.3,30.74,34511.0,,,,,,,,,,16.42,,,,,
346,346,South Carolina,2017,1200,4527900,0.03,243,480,8,408,64,,37.0,11.0,2907477.0,728200.0,75.5,5.4,25.05,27909.0,,,,,,,,,,9.97,,,,,
347,347,South Dakota,2017,100,901400,0.01,26,47,0,33,14,,17.0,3.0,491234.0,125689.0,82.2,3.2,25.59,29611.0,,,,,,,,,,10.05,,,,,
348,348,Tennessee,2017,2900,5612600,0.05,450,1036,35,884,117,,12.0,11.0,3954680.0,1008932.0,75.5,4.5,25.51,28764.0,,,,,,,,,,9.45,,,,,
349,349,Texas,2017,16100,22544400,0.07,1073,2654,134,2282,238,,97.0,25.0,16669222.0,4435730.0,76.6,4.7,26.61,29525.0,,,,,,,,,,8.38,,,,,
350,350,Utah,2017,3600,2578700,0.14,145,379,2,295,82,,23.0,4.0,1748381.0,525079.0,80.0,3.1,30.03,28085.0,,,,,,,,,,8.6,,,,,
351,351,Vermont,2017,700,616100,0.11,173,426,59,322,45,,29.0,1.0,369584.0,124585.0,80.3,3.5,33.71,32443.0,,,,,,,,,,14.6,,,,,
352,352,Virginia,2017,5100,7639400,0.07,474,1094,167,783,144,,33.0,15.0,5097100.0,1825685.0,79.5,4.2,35.82,37442.0,,,,,,,,,,9.18,,,,,
353,353,Washington,2017,21000,6545500,0.32,810,2136,214,1732,190,,73.0,12.0,4465104.0,1447120.0,78.5,4.5,32.41,36975.0,,,,,,,,,,7.94,,,,,
354,354,West Virginia,2017,100,1529200,0.01,69,199,9,161,29,,8.0,8.0,1040313.0,198681.0,67.2,6.3,19.1,24478.0,,,,,,,,,,9.0,,,,,
355,355,Wisconsin,2017,2800,5474500,0.05,283,489,104,325,60,,37.0,14.0,3403962.0,964941.0,81.5,3.2,28.35,31998.0,,,,,,,,,,10.76,,,,,
356,356,Wyoming,2017,100,618900,0.02,37,91,5,46,40,,14.0,2.0,333635.0,82367.0,80.2,4.4,24.69,30883.0,,,,,,,,,,8.28,,,,,
357,357,Alabama,2016,500,4436600,0.01,113,227,23,169,35,,10.0,14.0,2842483.0,648666.0,71.0,5.8,22.82,25810.0,,,,,,,,,,9.56,,,,,
358,358,Alaska,2016,200,656100,0.03,3,5,0,5,0,,12.0,2.0,460009.0,117853.0,80.1,7.5,25.62,34187.0,,,,,,,,,,17.93,,,,,
359,359,Arizona,2016,4700,5640900,0.08,424,988,5,854,129,,44.0,8.0,3934467.0,996375.0,74.6,5.9,25.32,27997.0,,,,,,,,,,10.33,,,,,
360,360,Arkansas,2016,200,2569700,0.01,63,89,7,81,1,,21.0,8.0,1700227.0,352522.0,71.9,4.7,20.73,24264.0,,,,,,,,,,8.13,,,,,
361,361,California,2016,141500,30696700,0.46,4184,13655,1029,11582,1044,,117.0,19.0,23762922.0,7028218.0,76.4,6.1,29.58,33389.0,,,,,,,,,,15.23,,,,,
362,362,Colorado,2016,5300,4951700,0.11,445,978,61,822,95,,78.0,5.0,3392861.0,1216081.0,80.4,4.3,35.84,34542.0,,,,,,,,,,9.83,,,,,
363,363,Connecticut,2016,2000,2992800,0.07,341,725,47,619,59,,32.0,8.0,2140570.0,772450.0,80.9,5.8,36.09,41087.0,,,,,,,,,,17.24,,,,,
364,364,Delaware,2016,300,855900,0.04,30,67,4,49,14,,23.0,3.0,555325.0,158440.0,77.1,5.5,28.53,31712.0,,,,,,,,,,11.09,,,,,
365,365,District Of Columbia,2016,600,313100,0.19,102,241,47,192,2,,,2.0,459352.0,239767.0,79.9,6.5,52.2,50567.0,,,,,,,,,,11.73,,,,,
366,366,Florida,2016,11600,15831800,0.07,965,2091,335,1559,197,,63.0,27.0,11879763.0,3080708.0,75.4,5.6,25.93,28621.0,,,,,,,,,,9.91,,,,,
367,367,Georgia,2016,18000,8545200,0.21,591,1493,171,2303,418,,24.0,16.0,6137352.0,1728176.0,75.6,5.5,28.16,28183.0,,,,,,,,,,9.59,,,,,
368,368,Hawaii,2016,4200,1051600,0.4,249,566,23,488,55,,26.0,2.0,846435.0,244634.0,80.2,4.2,28.9,32634.0,,,,,,,,,,23.87,,,,,
369,369,Idaho,2016,400,1670700,0.02,60,133,2,92,39,,29.0,5.0,943140.0,233857.0,76.3,4.1,24.8,25678.0,,,,,,,,,,8.08,,,,,
370,370,Illinois,2016,5800,10189400,0.06,524,1109,47,943,119,,54.0,15.0,7666463.0,2467068.0,79.2,5.8,32.18,32849.0,,,,,,,,,,9.38,,,,,
371,371,Indiana,2016,1300,5741900,0.02,196,388,9,317,62,,51.0,14.0,3873540.0,928161.0,77.7,4.6,23.96,27464.0,,,,,,,,,,9.22,,,,,
372,372,Iowa,2016,400,3016100,0.01,109,216,33,151,32,,39.0,9.0,1796196.0,481756.0,82.5,3.6,26.82,30047.0,,,,,,,,,,8.55,,,,,
373,373,Kansas,2016,600,2520000,0.02,197,725,7,674,44,,12.0,6.0,1667107.0,503123.0,80.3,4.1,30.18,28950.0,,,,,,,,,,10.49,,,,,
374,374,Kentucky,2016,500,3831900,0.01,82,167,16,120,31,,24.0,9.0,2606540.0,574045.0,72.1,5.4,22.02,26046.0,,,,,,,,,,8.42,,,,,
375,375,Louisiana,2016,400,3736500,0.01,79,155,7,103,45,,17.0,9.0,2761630.0,585164.0,71.8,6.5,21.19,25664.0,,,,,,,,,,7.46,,,,,
376,376,Maine,2016,300,1181200,0.03,111,181,5,149,27,,15.0,4.0,784982.0,218902.0,77.8,3.9,27.89,29604.0,,,,,,,,,,12.8,,,,,
377,377,Maryland,2016,3200,4616800,0.07,499,1129,101,919,109,,54.0,7.0,3640549.0,1323174.0,81.4,5.0,36.35,38662.0,,,,,,,,,,12.21,,,,,
378,378,Massachusetts,2016,3600,5167800,0.07,507,1243,47,1112,84,,52.0,10.0,4148915.0,1654375.0,81.4,4.8,39.87,39771.0,,,,,,,,,,16.48,,,,,
379,379,Michigan,2016,1600,8458700,0.02,534,1122,181,882,59,,37.0,13.0,5856779.0,1524795.0,75.5,5.7,26.03,29128.0,,,,,,,,,,11.05,,,,,
380,380,Minnesota,2016,1600,4794500,0.03,286,687,166,440,81,,115.0,8.0,3260003.0,1068535.0,84.1,3.5,32.78,34515.0,,,,,,,,,,9.99,,,,,
381,381,Mississippi,2016,100,2502500,0.0,41,64,1,46,17,,14.0,4.0,1718710.0,335001.0,70.8,7.2,19.49,22694.0,,,,,,,,,,8.67,,,,,
382,382,Missouri,2016,1400,5541500,0.03,295,1155,18,1047,90,,51.0,8.0,3550493.0,950902.0,77.1,4.6,26.78,28406.0,,,,,,,,,,9.74,,,,,
383,383,Montana,2016,200,988100,0.02,36,76,0,40,36,,24.0,3.0,602662.0,167259.0,78.8,4.4,27.75,28933.0,,,,,,,,,,8.84,,,,,
384,384,Nebraska,2016,300,1820600,0.02,58,116,8,100,8,,16.0,4.0,1093727.0,319828.0,83.6,3.2,29.24,29910.0,,,,,,,,,,9.05,,,,,
385,385,Nevada,2016,2000,2222600,0.09,173,474,15,372,87,,22.0,4.0,1754514.0,359218.0,77.2,6.3,20.47,28117.0,,,,,,,,,,8.39,,,,,
386,386,New Hampshire,2016,400,1307100,0.03,98,181,17,124,40,,31.0,4.0,809289.0,271022.0,81.9,3.3,33.49,36320.0,,,,,,,,,,15.66,,,,,
387,387,New Jersey,2016,4200,6729800,0.06,244,494,34,372,88,,32.0,3.0,5369537.0,1973344.0,79.5,5.7,36.75,38911.0,,,,,,,,,,13.38,,,,,
388,388,New Mexico,2016,500,1673500,0.03,58,135,28,58,49,,31.0,5.0,1190175.0,275072.0,72.3,7.1,23.11,25146.0,,,,,,,,,,9.12,,,,,
389,389,New York,2016,6100,11407600,0.05,862,1677,86,1458,133,,64.0,14.0,12009089.0,4017816.0,77.1,5.6,33.46,35534.0,,,,,,,,,,14.47,,,,,
390,390,North Carolina,2016,2900,8206300,0.04,453,1015,67,812,136,,51.0,19.0,5993280.0,1703741.0,76.2,5.7,28.43,28156.0,,,,,,,,,,9.2,,,,,
391,391,North Dakota,2016,0,765500,0.0,7,9,0,9,0,,13.0,3.0,449834.0,122797.0,84.3,2.4,27.3,33339.0,,,,,,,,,,8.94,,,,,
392,392,Ohio,2016,2600,10088800,0.03,278,499,14,376,109,,31.0,17.0,6814436.0,1775101.0,77.5,5.2,26.05,29164.0,,,,,,,,,,9.84,,,,,
393,393,Oklahoma,2016,600,4168300,0.01,54,103,6,59,38,,23.0,4.0,2263233.0,516410.0,74.1,5.7,22.82,25880.0,,,,,,,,,,7.83,,,,,
394,394,Oregon,2016,7700,3678500,0.21,542,1249,150,894,205,,83.0,10.0,2434595.0,726561.0,76.7,5.2,29.84,30822.0,,,,,,,,,,8.83,,,,,
395,395,Pennsylvania,2016,3200,9984200,0.03,352,654,13,530,111,,46.0,19.0,7531034.0,2242218.0,77.3,5.3,29.77,31272.0,,,,,,,,,,10.19,,,,,
396,396,Rhode Island,2016,300,857600,0.03,80,201,25,160,16,,26.0,1.0,638364.0,200099.0,78.6,5.7,31.35,33008.0,,,,,,,,,,16.28,,,,,
397,397,South Carolina,2016,800,4416800,0.02,200,364,8,308,48,,36.0,11.0,2885619.0,712028.0,74.9,5.8,24.68,27016.0,,,,,,,,,,9.79,,,,,
398,398,South Dakota,2016,100,872000,0.01,23,40,0,26,14,,17.0,3.0,487777.0,129304.0,82.1,3.3,26.51,28585.0,,,,,,,,,,9.83,,,,,
399,399,Tennessee,2016,2600,5486700,0.05,428,970,34,833,103,,12.0,11.0,3930228.0,964848.0,73.9,5.1,24.55,27087.0,,,,,,,,,,9.23,,,,,
400,400,Texas,2016,11900,22306700,0.05,998,2386,205,1993,188,,97.0,25.0,16414366.0,4270601.0,76.6,5.1,26.02,28714.0,,,,,,,,,,8.43,,,,,
401,401,Utah,2016,2500,2482200,0.1,127,291,4,207,80,,23.0,4.0,1717538.0,480048.0,79.2,3.6,27.95,26993.0,,,,,,,,,,8.72,,,,,
402,402,Vermont,2016,300,613400,0.05,161,380,57,276,47,,29.0,1.0,371704.0,120674.0,80.3,3.5,32.47,31836.0,,,,,,,,,,14.46,,,,,
403,403,Virginia,2016,3100,7403200,0.04,427,991,174,685,132,,33.0,15.0,5070139.0,1794747.0,79.5,4.6,35.4,36206.0,,,,,,,,,,9.09,,,,,
404,404,Washington,2016,14900,6228400,0.24,738,1791,238,1424,129,,73.0,12.0,4399685.0,1405723.0,77.7,5.0,31.95,35284.0,,,,,,,,,,7.68,,,,,
405,405,West Virginia,2016,100,1524400,0.01,43,96,5,86,5,,8.0,8.0,1063143.0,210760.0,68.0,7.2,19.82,24769.0,,,,,,,,,,8.98,,,,,
406,406,Wisconsin,2016,2600,5368300,0.05,280,445,123,272,50,,37.0,14.0,3410854.0,937935.0,81.4,3.8,27.5,30902.0,,,,,,,,,,10.67,,,,,
407,407,Wyoming,2016,100,615100,0.02,32,63,1,38,24,,14.0,2.0,341353.0,82597.0,80.3,5.1,24.2,30042.0,,,,,,,,,,8.19,,,,,
